"","word","freq"
"181","family",166
"182","still",165
"183","fight",164
"184","even",163
"185","starts",163
"186","follow",162
"187","gottarun",162
"188","traitors",161
"189","heal",159
"190","patients",159
"191","cptsd",157
"192","tha",155
"193","keeptalkingmh",154
"194","visible",154
"195","boots",153
"196","sicknotweak",153
"197","suffer",153
"198","suffers",151
"199","dog",150
"200","important",150
"201","fda-approved",149
"202","phase",149
"203","let",148
"204","men",148
"205","mentalhealthmatters",148
"206","gop",147
"207","video",146
"208","link",145
"209","semperfi",145
"210","sisters",145
"211","understand",145
"212","ive",144
"213","fire",143
"214","join",143
"215","part",142
"216","beginning",141
"217","never",141
"218","brain",140
"219","premunition",138
"220","afraid",137
"221","bpd",137
"222","left",137
"223","sexual",137
"224","therapist",137
"225","awareness",136
"226","population",136
"227","stigma",136
"228","another",135
"229","mothers",135
"230","much",135
"231","telephoneaveterantuesday",135
"232","vetera",135
"233","children",134
"234","therapy",133
"235","make",132
"236","sharon4marie",132
"237","congress",131
"238","good",131
"239","way",131
"240","others",130
"241","telephoneavettuesday",130
"242","treatment",130
"243","wanted",130
"244","available",129
"245","05152018",127
"246","conditions",127
"247","every",127
"248","turn",127
"249","vet",127
"250","veteranslivesmatter",127
"251","acknowledge",126
"252","pts",126
"253","feel",125
"254","years",125
"255","247",124
"256","back",124
"257","childho",124
"258","given",124
"259","isbu",124
"260","colin",123
"261","vets4warriors",123
"262","yesterday",123
"263","potus",121
"264","childhood",120
"265","june",119
"266","see",119
"267","gay",118
"268","old",117
"269","dissociation",116
"270","find",116
"271","learn",116
"272","deal",115
"273","homeless",115
"274","mindfulness",115
"275","soldiers",115
"276","free",114
"277","gripped",114
"278","mamie",114
"279","unl",114
"280","year",113
"281","everyone",112
"282","cbd",111
"283","well",111
"284","855-838-8255",110
"285","ever",110
"286","going",110
"287","joy",110
"288","tweet",110
"289","22aday",109
"290","experience",109
"291","tshep1957",109
"292","chat",108
"293","cant",107
"294","flaminhaystack",107
"295","reacti",107
"296","wasnt",107
"297","dyinginthestreet",106
"298","mans",106
"299","emotional",105
"300","touch",105
"301","two",105
"302","wellness",105
"303","blog",104
"304","something",103
"305","theres",103
"306","combat",102
"307","come",102
"308","past",102
"309","real",102
"310","beautiful",101
"311","bill",101
"312","childhoodca",101
"313","thanks",101
"314","author",100
"315","mind",100
"316","start",100
"317","truestory",100
"318","event",99
"319","ones",99
"320","raise",99
"321","thats",99
"322","child",98
"323","long",98
"324","best",97
"325","check",97
"326","codeofvets",97
"327","iartg",97
"328","eevalancaster",96
"329","groundbreaking",96
"330","openandhonest",96
"331","person",96
"332","times",96
"333","use",96
"334","care",95
"335","hear",95
"336","stages",95
"337","cure",94
"338","mme",94
"339","tomorrow",94
"340","kodaschoice",93
"341","remember",93
"342","returning",93
"343","think",93
"344","always",92
"345","words",92
"346","doesnt",91
"347","living",91
"348","mean",91
"349","miles",91
"350","proud",91
"351","survivor",91
"352","true",91
"353","helps",90
"354","injury",90
"355","terror",90
"356","themmexchange",90
"357","treat",90
"358","right",89
"359","deptvetaffairs",88
"360","didnt",88
"361","nevillesouthall",88
"362","road",88
"363","servicedog",88
"364","stay",88
"365","warriorloverlei",88
"366","give",87
"367","retweet",87
"368","victims",87
"369","horror",86
"370","rape",86
"371","really",86
"372","said",86
"373","survivors",86
"374","uplifting",86
"375","despair",85
"376","got",85
"377","maga",85
"378","show",85
"379","war",85
"380","2018",84
"381","cause",84
"382","complex",84
"383","days",84
"384","effect",84
"385","perfect",84
"386","police",84
"387","stop",84
"388","edadelirium",83
"389","heres",83
"390","setting",83
"391","stand",83
"392","turned",83
"393","effects",82
"394","lets",82
"395","morning",82
"396","nurses",82
"397","program",82
"398","clinical",81
"399","gut-wrenching",81
"400","million",81
"401","needed",81
"402","article",80
"403","five-year-old",80
"404","god",80
"405","likely",80
"406","plea",80
"407","rest",80
"408","ago",79
"409","change",79
"410","madness",79
"411","medicalmarijuana",79
"412","total",79
"413","trance",79
"414","trying",79
"415","weeks",79
"416","bookloversgate",78
"417","committed",78
"418","drove",78
"419","looking",78
"420","meditation",78
"421","trial",78
"422","unrelenting",78
"423","5500",77
"424","apologies",77
"425","formeagan",77
"426","generic",77
"427","mentalhealthweek",77
"428","livecbdhealthy",76
"429","matt",76
"430","might",76
"431","physical",76
"432","tell",76
"433","05142018",75
"434","americaweneedyou",75
"435","brotherssisters",75
"436","equal",75
"437","jesus",75
"438","watch",75
"439","244",74
"440","also",74
"441","aristotle",74
"442","believe",74
"443","buddycheck",74
"444","estimated8of",74
"445","look",74
"446","visit",74
"447","battleofever",73
"448","brave",73
"449","cdnjuryhelp",73
"450","friends",73
"451","goldstarmomtx55",73
"452","included",73
"453","respond",73
"454","daily",72
"455","dealing",72
"456","fed",72
"457","fever",72
"458","flashbacks",72
"459","journey",72
"460","mri",72
"461","ocd",72
"462","slid",72
"463","spiked",72
"464","strong",72
"465","american",71
"466","canada",71
"467","cannabi",71
"468","helping",71
"469","cancer",70
"470","gmb",70
"471","redfriday",70
"472","royal",70
"473","without",70
"474","asks",69
"475","ready",69
"476","website",69
"477","anyone",68
"478","calming",68
"479","challenge",68
"480","crime",68
"481","freeing",68
"482","medicalcannabis",68
"483","metoo",68
"484","core",67
"485","due",67
"486","loves",67
"487","series",67
"488","addiction",66
"489","adds",66
"490","bkoh4062",66
"491","bookspromotion",66
"492","fear",66
"493","loved",66
"494","militaryappreciationmonth",66
"495","next",66
"496","peer",66
"497","powerful",66
"498","responders",66
"499","suicideprevention",66
"500","advance",65
"501","excited",65
"502","fighting",65
"503","firefighters",65
"504","history",65
"505","honor",65
"506","qotd",65
"507","says",65
"508","5yr",64
"509","amazing",64
"510","around",64
"511","ebookpromoteam",64
"512","hard",64
"513","made",64
"514","trust",64
"515","waiting",64
"516","ask",63
"517","assault",63
"518","chatemail",63
"519","hardest",63
"520","matters",62
"521","presumptive",62
"522","reason",62
"523","behind",61
"524","better",61
"525","cfnu",61
"526","dark",61
"527","legisla",61
"528","must",61
"529","youre",61
"530","awarness",60
"531","man",60
"532","marines",60
"533","marylsc",60
"534","patient",60
"535","focus",59
"536","friend",59
"537","human",59
"538","including",59
"539","mentalhealthmonth",59
"540","mission22",59
"541","nathan",59
"542","severe",59
"543","sleep",59
"544","training",59
"545","trump",59
"546","usa",59
"547","away",58
"548","beyond",58
"549","continues",58
"550","gov",58
"551","happened",58
"552","ketamine",58
"553","patriots",58
"554","present",58
"555","sign",58
"556","treating",58
"557","ty4",58
"558","anger",57
"559","deep",57
"560","illegal",57
"561","louisiana",57
"562","mentalh",57
"563","money",57
"564","night",57
"565","piersmorgan",57
"566","ajoseph1616",56
"567","americnsarge",56
"568","foreignservice",56
"569","found",56
"570","happy",56
"571","leaving",56
"572","psychotherapy",56
"573","theboyillinois",56
"574","whitehouse",56
"575","crisis",55
"576","diagnosis",55
"577","htt",55
"578","trevorcoultmc",55
"579","try",55
"580","twitter",55
"581","committ",54
"582","disorders",54
"583","feeling",54
"584","narcissist",54
"585","post-traumatic",54
"586","sad",54
"587","vets4warr",54
"588","bad",53
"589","develop",53
"590","fro",53
"591","hgreen21",53
"592","little",53
"593","mark",53
"594","socialbuzz",53
"595","therainmakers",53
"596","army",52
"597","autism",52
"598","bit",52
"599","makes",52
"600","means",52
"601","podcast",52
"602","psychiatrist",52
"603","received",52
"604","slave",52
"605","talking",52
"606","told",52
"607","05112018",51
"608","approves",51
"609","childhooddream",51
"610","everyday",51
"611","experiences",51
"612","iauthormarketer",51
"613","illnesses",51
"614","k9jinky",51
"615","kimbyrne9",51
"616","psychedelics",51
"617","scars",51
"618","understanding",51
"619","veteranbrothersandsisters",51
"620","working",51
"621","directed",50
"622","especially",50
"623","foxnews",50
"624","keep",50
"625","learning",50
"626","provide",50
"627","results",50
"628","text",50
"629","autistic",49
"630","big",49
"631","davinalytle",49
"632","dgainz",49
"633","drops",49
"634","fact",49
"635","full",49
"636","government",49
"637","group",49
"638","jivy",49
"639","latest",49
"640","mamarose2017",49
"641","mindblowing",49
"642","outside",49
"643","pacificberry",49
"644","reach",49
"645","scholaratheist",49
"646","serving",49
"647","since",49
"648","struggle",49
"649","thing",49
"650","betrayed",48
"651","car",48
"652","confidential",48
"653","experienced",48
"654","inspiring",48
"655","issues",48
"656","public",48
"657","servicedogs",48
"658","sorry",48
"659","wboonehedgepeth",48
"660","40k",47
"661","beyondyourpast",47
"662","body",47
"663","businessinsider",47
"664","diagnosed",47
"665","disaster",47
"666","focusing",47
"667","freedoms",47
"668","lasting",47
"669","onevoice",47
"670","poison",47
"671","risk",47
"672","trumpworld",47
"673","crazy",46
"674","dyingintheschool",46
"675","forward",46
"676","heads",46
"677","impact",46
"678","knows",46
"679","legislation",46
"680","play",46
"681","psychological",46
"682","romance",46
"683","taking",46
"684","workers",46
"685","australian",45
"686","case",45
"687","chapter",45
"688","forget",45
"689","helped",45
"690","ibusinesstrends",45
"691","lawmakers",45
"692","mad",45
"693","malaria",45
"694","moment",45
"695","potential",45
"696","saw",45
"697","self",45
"698","therapeutic",45
"699","bullying",44
"700","came",44
"701","expand",44
"702","k9sforwarriors",44
"703","law",44
"704","nightmares",44
"705","psychology",44
"706","pursoot",44
"707","pushing",44
"708","suffered",44
"709","anas",43
"710","apontng",43
"711","charity",43
"712","death",43
"713","dnurnberg",43
"714","domesticviolence",43
"715","gwen",43
"716","impression",43
"717","joinsupport",43
"718","jstephensnovels",43
"719","launching",43
"720","news",43
"721","plano",43
"722","suicideawareness",43
"723","trumptheestablishme",43
"724","13000",42
"725","advertisingbiz",42
"726","copy",42
"727","coverage",42
"728","deptofdefense",42
"729","events",42
"730","fullmeasurenews",42
"731","healthy",42
"732","heroes",42
"733","homelessness",42
"734","inves",42
"735","loving",42
"736","mjlinks4201",42
"737","mmj",42
"738","realdonaldtrump",42
"739","recent",42
"740","smarter",42
"741","starting",42
"742","states",42
"743","struggling",42
"744","summer",42
"745","t-shirt",42
"746","trainingmindful",42
"747","wrap",42
"748","adhd",41
"749","buddy",41
"750","chronicpain",41
"751","claim",41
"752","damn",41
"753","drug",41
"754","head",41
"755","hemp",41
"756","housingfirstuk",41
"757","hunterhogannow",41
"758","intensive",41
"759","leave",41
"760","recoveryisworthit",41
"761","star",41
"762","supporting",41
"763","using",41
"764","veteransisbu",41
"765","wecare",41
"766","beautifully",40
"767","bipolar2",40
"768","future",40
"769","huge",40
"770","loud",40
"771","mdma-assisted",40
"772","shoot",40
"773","sometimes",40
"774","todddohertymp",40
"775","wont",40
"776","coming",39
"777","continue",39
"778","fly",39
"779","getting",39
"780","inside",39
"781","johnnyblkshrt",39
"782","justiceforgaia",39
"783","problems",39
"784","psilocybin",39
"785","ptss",39
"786","sane",39
"787","selfregulation",39
"788","sister",39
"789","spread",39
"790","strength",39
"791","tcot",39
"792","wednesday",39
"793","wrong",39
"794","awesome",38
"795","called",38
"796","csa",38
"797","explores",38
"798","garysinise",38
"799","interview",38
"800","linda",38
"801","message",38
"802","mims",38
"803","poignant",38
"804","reachout",38
"805","reaction",38
"806","sanity",38
"807","sharylattkisson",38
"808","statedept",38
"809","style",38
"810","suicid",38
"811","truly",38
"812","united",38
"813","weak",38
"814","writing",38
"815","yes",38
"816","agents",37
"817","benefits",37
"818","bluefamily",37
"819","crash",37
"820","diseases",37
"821","enough",37
"822","existed",37
"823","fan",37
"824","hand",37
"825","ill",37
"826","issue",37
"827","kokomothegreat",37
"828","normal",37
"829","ordering",37
"830","peace",37
"831","response",37
"832","tale",37
"833","thoughts",37
"834","timetotalk",37
"835","worry",37
"836","angels",36
"837","bassmagic17",36
"838","bring",36
"839","cbdoil",36
"840","danwoodphoto",36
"841","depress",36
"842","everesther",36
"843","grunt",36
"844","heretical1",36
"845","insane",36
"846","low",36
"847","mefloquine",36
"848","nicoxw1",36
"849","ophawkeye",36
"850","pjnet",36
"851","quick",36
"852","rednationrising",36
"853","resistmonsters",36
"854","signed",36
"855","strikeforce",36
"856","t-shirts",36
"857","young",36
"858","10000",35
"859","ariannas",35
"860","contracted",35
"861","died",35
"862","felt",35
"863","firstresponders",35
"864","high",35
"865","humanitarian",35
"866","light",35
"867","manus",35
"868","memory",35
"869","mfmhto",35
"870","music",35
"871","neededsicknotweak",35
"872","pernicious",35
"873","pih",35
"874","pookyh",35
"875","portmoresby",35
"876","rememberthefallen",35
"877","rjwhitaker2014",35
"878","sharing",35
"879","thordog",35
"880","well-being",35
"881","womanone",35
"882","canadian",34
"883","common",34
"884","davidheitz",34
"885","fightingformeagan",34
"886","goes",34
"887","golf",34
"888","horrible",34
"889","indigenous",34
"890","kids",34
"891","laughter",34
"892","listen",34
"893","negative",34
"894","path",34
"895","phd",34
"896","poetry",34
"897","problem",34
"898","racvictoria",34
"899","realize",34
"900","redemption",34
"901","resource",34
"902","sexualassault",34
"903","step",34
"904","yet",34
"905","annoyingcan",33
"906","community",33
"907","difference",33
"908","effective",33
"909","else",33
"910","everything",33
"911","festival",33
"912","greggutfeld",33
"913","hes",33
"914","holiday",33
"915","militaryptsd",33
"916","months",33
"917","nmdoh",33
"918","oil",33
"919","parkinsons",33
"920","safe",33
"921","sandratxas",33
"922","soundcube",33
"923","unaware",33
"924","used",33
"925","break",32
"926","conference",32
"927","coping",32
"928","discuss",32
"929","echoes",32
"930","faint",32
"931","fda",32
"932","finds",32
"933","giveaway",32
"934","guys",32
"935","information",32
"936","medicine",32
"937","meds",32
"938","open",32
"939","questions",32
"940","rossfight",32
"941","soun",32
"942","trsmodel",32
"943","violence",32
"944","warrior",32
"945","wish",32
"946","1stresponder",31
"947","2minutestomidnight",31
"948","almost",31
"949","americanlegion",31
"950","anyway",31
"951","auger1",31
"952","begin",31
"953","begins",31
"954","breakthesilence",31
"955","coin",31
"956","cope",31
"957","donate",31
"958","episode",31
"959","hempoil",31
"960","less",31
"961","listening",31
"962","london",31
"963","moved",31
"964","number",31
"965","okay",31
"966","order",31
"967","running",31
"968","sensual",31
"969","sexualabuse",31
"970","soon",31
"971","suspenseful",31
"972","three",31
"973","vietnam",31
"974","walk",31
"975","access",30
"976","anything",30
"977","beginners",30
"978","bekalombardo",30
"979","city",30
"980","drugs",30
"981","effort",30
"982","facing",30
"983","hate",30
"984","highlighting",30
"985","husband",30
"986","johnnymerceruk",30
"987","legal",30
"988","lived",30
"989","looks",30
"990","meet",30
"991","recently",30
"992","scientific",30
"993","shows",30
"994","soul",30
"995","stories",30
"996","thor",30
"997","tonymcnally",30
"998","tunnel",30
"999","veteranshealth",30
"1000","wearing",30
"1001","wonderful",30
"1002","05062018",29
"1003","actually",29
"1004","arent",29
"1005","copperheadcsa",29
"1006","couple",29
"1007","describes",29
"1008","deserve",29
"1009","doctor",29
"1010","est",29
"1011","fellow",29
"1012","h2pzsmt7mjeognc",29
"1013","house",29
"1014","include",29
"1015","invest",29
"1016","met",29
"1017","month",29
"1018","narcissisticabuse",29
"1019","plan",29
"1020","shirt",29
"1021","state",29
"1022","supports",29
"1023","teachmesomethingin5words",29
"1024","thefive",29
"1025","thinking",29
"1026","thorodindog",29
"1027","woman",29
"1028","youarenotalonef",29
"1029","badgelifecanada",28
"1030","bipolardisorder",28
"1031","birthtrauma",28
"1032","changing",28
"1033","create",28
"1034","different",28
"1035","dogsarelove",28
"1036","hopegrown",28
"1037","humans",28
"1038","hyperbaric",28
"1039","kind",28
"1040","lariam",28
"1041","linked",28
"1042","meeting",28
"1043","memories",28
"1044","mentalhealthawarnessweek",28
"1045","mhfirstaidusa",28
"1046","mondaymotivation",28
"1047","ottawa",28
"1048","participants",28
"1049","red",28
"1050","relief",28
"1051","sacrifice",28
"1052","song",28
"1053","stretch",28
"1054","team",28
"1055","toxic",28
"1056","trinakraus",28
"1057","unfortunately",28
"1058","weighted",28
"1059","wounded",28
"1060","among",27
"1061","announce",27
"1062","based",27
"1063","burrowingbolt",27
"1064","comingsoon",27
"1065","cyberbullying",27
"1066","dedicated",27
"1067","dolefoundation",27
"1068","families",27
"1069","federal",27
"1070","forgiveness",27
"1071","frustration",27
"1072","getloud",27
"1073","half",27
"1074","highly",27
"1075","inspired",27
"1076","miss",27
"1077","narcissism",27
"1078","native",27
"1079","neuroscience",27
"1080","parents",27
"1081","personal",27
"1082","possible",27
"1083","power",27
"1084","practice",27
"1085","profesortbaker",27
"1086","ptsdpost",27
"1087","servicedogsuk",27
"1088","supporters",27
"1089","sure",27
"1090","takes",27
"1091","tonight",27
"1092","usafhealth",27
"1093","weekend",27
"1094","yoga",27
"1095","action",26
"1096","allow",26
"1097","amazon",26
"1098","amwriting",26
"1099","chronic",26
"1100","doctors",26
"1101","drkdhoffman",26
"1102","ecstasy",26
"1103","face",26
"1104","far",26
"1105","grandfather",26
"1106","heard",26
"1107","host",26
"1108","ignore",26
"1109","jonellesleek",26
"1110","politicalcorruption",26
"1111","prog",26
"1112","redbrickedslums",26
"1113","safety",26
"1114","short",26
"1115","sick",26
"1116","speaking",26
"1117","speaks",26
"1118","spectrum",26
"1119","thespeakmans",26
"1120","tough",26
"1121","treatments",26
"1122","white",26
"1123","worst",26
"1124","worth",26
"1125","aclu",25
"1126","ambernorton41",25
"1127","anxietyproblems",25
"1128","anxious",25
"1129","april",25
"1130","asked",25
"1131","backtheblue",25
"1132","betsy",25
"1133","blame",25
"1134","breakthe",25
"1135","costs",25
"1136","current",25
"1137","dela",25
"1138","depressed",25
"1139","entire",25
"1140","exclusively",25
"1141","experiencing",25
"1142","feminism",25
"1143","former",25
"1144","freeze",25
"1145","greetings",25
"1146","housevetaffairs",25
"1147","howdoyoucope",25
"1148","initiative",25
"1149","insomnia",25
"1150","john",25
"1151","kacey",25
"1152","kathleenharrym1",25
"1153","kellcey",25
"1154","kells",25
"1155","lead",25
"1156","loss",25
"1157","magpie100",25
"1158","mysocialpoint",25
"1159","name",25
"1160","painvsguilt",25
"1161","practices",25
"1162","providing",25
"1163","published",25
"1164","remembrance",25
"1165","resources",25
"1166","ross",25
"1167","sent",25
"1168","shame",25
"1169","speak",25
"1170","steps",25
"1171","supportourtroops",25
"1172","tafenoquine",25
"1173","tired",25
"1174","tongueouttuesday",25
"1175","tried",25
"1176","usarmy",25
"1177","whats",25
"1178","word",25
"1179","youtube",25
"1180","adopted",24
"1181","agoraphobia",24
"1182","anybody",24
"1183","becomes",24
"1184","blast",24
"1185","class",24
"1186","currently",24
"1187","drmonnica",24
"1188","embracetrauma",24
"1189","emotions",24
"1190","endtraunastigma",24
"1191","enjoy",24
"1192","evening",24
"1193","fault",24
"1194","feelings",24
"1195","general",24
"1196","girl",24
"1197","groups",24
"1198","growing",24
"1199","kaceykells",24
"1200","local",24
"1201","mentalheal",24
"1202","mission",24
"1203","nonbpdspouse",24
"1204","nothing",24
"1205","ocean",24
"1206","officers",24
"1207","ophealing",24
"1208","petergrinspoon",24
"1209","raisetraumaawareness",24
"1210","raising",24
"1211","recover",24
"1212","regarding",24
"1213","relationships",24
"1214","schizophrenia",24
"1215","session",24
"1216","sup",24
"1217","thearrican",24
"1218","though",24
"1219","traumaresponsesyndromemodel",24
"1220","truth",24
"1221","watching",24
"1222","worldwide",24
"1223","absolutely",23
"1224","abused",23
"1225","affects",23
"1226","belong",23
"1227","blanket",23
"1228","brotherhood",23
"1229","chronicillness",23
"1230","comment",23
"1231","connection",23
"1232","country",23
"1233","dearjohnkelly",23
"1234","disabled",23
"1235","efficacy",23
"1236","film",23
"1237","firefighter",23
"1238","gennaroclaudia",23
"1239","hey",23
"1240","hiddenheroes",23
"1241","hurts",23
"1242","impacts",23
"1243","individuals",23
"1244","itsoknottobeok",23
"1245","known",23
"1246","makethat",23
"1247","matter",23
"1248","network",23
"1249","neurotoxcity",23
"1250","nights",23
"1251","notalone",23
"1252","officially",23
"1253","protect",23
"1254","raised",23
"1255","selfcare",23
"1256","shes",23
"1257","side",23
"1258","sis",23
"1259","small",23
"1260","survival",23
"1261","tanyacyh",23
"1262","term",23
"1263","test",23
"1264","thc",23
"1265","torontobtb",23
"1266","vickidoll90",23
"1267","wants",23
"1268","wow",23
"1269","1of5",22
"1270","1st",22
"1271","able",22
"1272","acute",22
"1273","bipolarstrong",22
"1274","black",22
"1275","borderlinepersonalitydisorder",22
"1276","chose",22
"1277","civilrights",22
"1278","control",22
"1279","covers",22
"1280","criteria",22
"1281","dad",22
"1282","emergency",22
"1283","eventnot",22
"1284","everywhere",22
"1285","graham",22
"1286","happen",22
"1287","hell",22
"1288","hospital",22
"1289","hundred",22
"1290","inner",22
"1291","intractable",22
"1292","letter",22
"1293","making",22
"1294","members",22
"1295","mentalhealthawaren",22
"1296","mentalhealthissues",22
"1297","moms",22
"1298","newappleawards",22
"1299","nytimes",22
"1300","organiser",22
"1301","press",22
"1302","psychiatric",22
"1303","reality",22
"1304","shaymillsauthor",22
"1305","special",22
"1306","studies",22
"1307","tips",22
"1308","together",22
"1309","whatever",22
"1310","within",22
"1311","youve",22
"1312","55th",21
"1313","acknowledging",21
"1314","across",21
"1315","add",21
"1316","allah",21
"1317","along",21
"1318","ashamed",21
"1319","askhannah",21
"1320","attack",21
"1321","brotherskeeper",21
"1322","buspar",21
"1323","capes",21
"1324","chi",21
"1325","comfort",21
"1326","couchsurfing",21
"1327","counseling",21
"1328","counting",21
"1329","democrats",21
"1330","dogsoftwitter",21
"1331","domesticabuse",21
"1332","early",21
"1333","eighty-six",21
"1334","enrolled",21
"1335","finally",21
"1336","first-ever",21
"1337","fishoutofwater",21
"1338","front",21
"1339","gad",21
"1340","gave",21
"1341","gitmo",21
"1342","gonna",21
"1343","harm",21
"1344","healthcare",21
"1345","hold",21
"1346","homelessveterans",21
"1347","leading",21
"1348","mariju",21
"1349","masks",21
"1350","mentalhealthaware",21
"1351","mforswindon",21
"1352","monaoshea",21
"1353","movingforward",21
"1354","ongoing",21
"1355","opioid",21
"1356","overcoming",21
"1357","panic",21
"1358","pga",21
"1359","recommend",21
"1360","rehabilitation",21
"1361","respectyourself",21
"1362","royaltxgir",21
"1363","saved",21
"1364","sense",21
"1365","servin",21
"1366","silence",21
"1367","slowly",21
"1368","specialties",21
"1369","spreading",21
"1370","strains",21
"1371","thetruth4kody",21
"1372","trigger",21
"1373","types",21
"1374","vaptsdinfo",21
"1375","wrote",21
"1376","100",20
"1377","actionnowak",20
"1378","affected",20
"1379","associated",20
"1380","bestselling",20
"1381","boards",20
"1382","borderlinebroad",20
"1383","comes",20
"1384","consider",20
"1385","decided",20
"1386","define",20
"1387","difficult",20
"1388","dissociative",20
"1389","fall",20
"1390","fbi",20
"1391","funds",20
"1392","greenalertsyst1",20
"1393","hair",20
"1394","humantrafficking",20
"1395","job",20
"1396","lose",20
"1397","makeshift",20
"1398","manage",20
"1399","married",20
"1400","maybe",20
"1401","member",20
"1402","named",20
"1403","nature",20
"1404","neurosurgeon",20
"1405","nextlevel",20
"1406","pnd",20
"1407","poem",20
"1408","prevention",20
"1409","psalm8234",20
"1410","psychedelic",20
"1411","reading",20
"1412","researchers",20
"1413","shadesofbroken2",20
"1414","shown",20
"1415","signs",20
"1416","smoked",20
"1417","spiritual",20
"1418","streets",20
"1419","supported",20
"1420","thursday",20
"1421","tickets",20
"1422","tolerance",20
"1423","tra",20
"1424","trials",20
"1425","tuesdaythoughts",20
"1426","whos",20
"1427","window",20
"1428","xxxx",20
"1429","aclunm",19
"1430","amnesia",19
"1431","authorizing",19
"1432","breast",19
"1433","cassandra17lina",19
"1434","caused",19
"1435","clinic",19
"1436","close",19
"1437","companion",19
"1438","complexptsd",19
"1439","content",19
"1440","created",19
"1441","diagnostic",19
"1442","emdr",19
"1443","forced",19
"1444","foundation",19
"1445","girls",19
"1446","goal",19
"1447","governordeal",19
"1448","graphics",19
"1449","hours",19
"1450","injured",19
"1451","investigator",19
"1452","keeptalking",19
"1453","links",19
"1454","manchester",19
"1455","mentally",19
"1456","nomore",19
"1457","online",19
"1458","pay",19
"1459","pei",19
"1460","pic",19
"1461","planned",19
"1462","prayers",19
"1463","push",19
"1464","put",19
"1465","rachelintheoc",19
"1466","receive",19
"1467","responses",19
"1468","result",19
"1469","review",19
"1470","role",19
"1471","rpbp",19
"1472","selfharm",19
"1473","serious",19
"1474","simplicity",19
"1475","started",19
"1476","totally",19
"1477","triggers",19
"1478","uses",19
"1479","ways",19
"1480","whole",19
"1481","worse",19
"1482","youarenotalone",19
"1483","abnormal",18
"1484","alcohol",18
"1485","art",18
"1486","averagearmy",18
"1487","become",18
"1488","boy",18
"1489","brother",18
"1490","cambridge",18
"1491","cared",18
"1492","caregiver",18
"1493","causes",18
"1494","century",18
"1495","changes",18
